arm	reward
1	0.790518245853265
1	0.17735319182304865
2	0.29830276735556926
1	0.9198501605372782
0	1.5054641941581732
0	1.65179051675114
2	0.0
0	0.45266611368680687
0	1.2927361820532943
2	0.0
2	0.0
0	1.1897317420121056
0	0.2999915037451498
2	0.8746240571921795
0	1.213419353369958
0	1.8936395819592968
0	1.7310509584798082
1	0.3193418039018624
1	0.0
0	0.7008408895008554
0	1.4793309689546423
0	0.5667190942633753
0	1.6454491938738909
0	0.7442886335936598
1	0.0
0	2.0269176685488692
0	0.0
0	1.5880621215510085
0	0.65308932762254
0	0.3737837339784722
0	0.0
0	1.0746936557741442
2	0.0
2	0.4165709623150299
2	0.9584644009640338
0	0.6209354652000495
0	0.0
1	0.0
0	1.3436519634454094
1	0.0
2	0.0
0	1.2027642426808023
0	3.56183643319872
0	0.75302864440946
1	0.7877266263227836
0	1.3192145349818987
0	0.9172632996428407
0	1.7979479768087425
0	0.40428435486338987
0	1.2085004265887218
0	0.20314308186162178
0	2.5712360699599404
0	0.9640130863605623
1	0.33815284273601076
0	0.256688802884107
1	0.0
0	0.5547696198165065
1	0.5160825876377318
0	1.762372358699047
2	0.0
2	0.0
0	1.6393091628744207
0	2.791486984742737
0	2.096745514957466
0	0.8894983573045284
2	0.0
0	1.6844558594470516
0	2.066384117139143
0	0.4093610338226653
0	1.765242168915702
0	0.21652350161279854
0	0.36767942473700777
2	0.2671989318362714
0	0.9563462443367385
2	0.0
2	0.12765638766488252
2	0.0
0	1.516499131296982
0	0.4381450103309691
2	0.0
0	0.21545345317297848
0	0.03046480812489505
2	0.0
0	0.6702700751721908
0	3.8313678090358128
1	0.07389597584523522
0	0.5034709653967355
0	0.8890416535445979
2	0.7187932050275267
0	1.959251697702987
0	1.8849253760231734
1	0.07962933757560675
0	0.32151551530824796
0	1.0989431156695182
0	1.7312394988797182
1	0.49866886134850175
2	0.0
0	1.068664923540255
0	0.6520981168659544
0	2.2333256717817482
0	0.7702414655724522
1	0.21213914882577256
1	0.0
0	0.5513756583147158
2	0.0
1	0.0
0	2.7573914728562223
1	0.0
0	1.478808486569862
0	1.0648956996967174
0	0.9323790353259132
0	1.9516640273414583
0	0.0
0	0.8123896112919864
0	1.1389457939895387
0	0.7376085773626573
0	1.357659593107099
0	1.3057041222198449
2	0.9461829725207951
0	0.4849152370071329
2	0.0
0	0.0763549914853281
0	1.4090344769390997
0	0.16222855752056586
0	2.747771323430855
0	1.479801404701678
1	1.8676650179783887
0	2.7922785088893525
0	1.011588705637514
0	2.3563020043797045
0	0.4010607133664714
2	0.01645945948648464
2	0.0
0	6.564312482579681
1	0.0
1	0.0
0	0.21689864602542808
2	0.4112686884886242
0	0.17072977658825428
0	2.7898557332345564
1	0.8796672522975737
1	0.0
0	1.5489375459509587
0	1.4130226424663523
0	1.2921210112344084
2	0.0
0	0.2537521558131206
0	2.1230336937011107
0	0.0
0	0.5333564262211142
2	0.0
1	0.0
0	0.050458948610459076
0	1.6837911675038504
0	3.540470824100597
0	0.3863399513973189
0	0.5257783000795696
0	0.3414246469059381
0	1.6534272403176304
0	1.413169364425755
2	0.0
1	0.47403622225949027
0	1.6332881410581457
0	1.7635421616966227
0	2.0471398345331924
0	1.6067398757000406
1	0.9307034341514449
0	3.7467957389921485
0	0.9083534610543227
1	0.6483341011050769
2	0.0
2	0.0
1	0.0
2	0.0
1	0.0
2	0.0
2	0.0
2	0.0
2	0.16691335878547553
0	3.1300614651630116
1	0.38069524000658606
1	0.18737098594863077
0	0.42441494970793725
0	0.3740138190983684
0	2.429664892131691
1	0.14461570487334963
1	0.0
0	0.0
0	1.0509394496548996
2	0.0
0	0.3049191826586233
2	0.0
2	0.1541575029427562
1	0.36956669018657895
1	0.3799349341788377
0	1.363874075147212
0	2.4931730628397677
0	0.6052685945074544
1	0.0
0	0.0
0	1.325364137238128
1	0.0
0	0.7401312499629299
1	0.8695515555783495
0	1.3786266117246575
0	0.07694369138388968
0	0.562817570968351
2	0.0
2	0.0
0	1.6053172504931812
0	0.46409103223996895
1	0.11838929342078908
0	2.6419052427006844
1	0.0
2	0.0
2	0.14566874185476875
0	0.6030628043260944
0	1.2300702926401712
0	1.4169967758149062
1	0.0
2	0.19457688761579417
2	0.0
0	3.0070208956443425
0	0.08962073043795493
0	1.3231061144396294
2	0.12858287186718842
2	0.0
2	0.09521030422128629
0	2.279847802095422
0	0.5171815371217462
1	0.0
0	0.0
0	0.7907036115209134
0	0.6710113104026503
2	0.0
0	3.307231923349953
1	0.0
0	0.8398657742651049
0	0.3994430020003472
0	0.484130910594359
0	0.0
0	1.9863845773452389
0	0.39754476794724247
0	1.5932475897998604
2	0.6985947417360271
2	0.0
0	0.3499641877600487
0	0.6552711719029882
0	1.0660025037295293
0	0.0
0	0.5799949661672676
1	0.0
0	1.5958858157177311
2	0.49373414724032827
1	0.2153195271485615
0	1.9755125715139805
0	1.1828386133175839
0	0.3458076037134684
1	1.8241472699778187
0	1.173337501037152
1	1.3510206071407775
0	1.9562717189067795
1	0.9356865558408266
0	0.871837117572774
0	2.9287401079231294
1	0.16651737808920697
0	0.33460025264727156
0	1.7855419181219285
2	0.8472292340199105
0	0.2751460644146161
2	0.0
0	0.6943585580664648
0	3.435383119079215
1	0.0
2	0.0
0	2.5654856334005642
0	0.4460717711375395
0	2.0606193630725103
0	0.3557522738346047
0	1.4977159404601208
0	2.4217532909427493
1	0.6746453961518705
0	2.801664985649691
0	2.8643171268453456
0	1.1748298097031713
0	0.4615921673995631
0	0.05905631897829
1	0.7083692223653099
0	0.028343139334361833
2	0.0
0	0.5889658881432593
0	0.8624856673584459
0	0.7488085224569567
0	2.9641462803302336
0	0.20942917933874872
0	0.43600987327314833
1	0.7649113990613563
0	0.13311866413012963
0	1.5144727296048481
1	0.4065989313758811
1	0.5091038982398773
1	0.23860277166153243
0	2.537916895204409
2	0.0932556167095393
0	2.7339589524570265
0	1.217717210102309
1	0.0
0	0.16625461125253782
2	0.8123738744004979
0	1.3430669123694843
1	0.0
1	1.5310780660574834
1	0.0
1	0.5838583952545342
1	1.2165832128745162
0	2.76784168957634
0	0.7068938596677737
2	0.3410494410080632
0	0.4004563457975292
0	0.06312328594757288
0	2.308452094977025
0	1.174563867535833
0	0.515181587541591
0	1.85506603283343
0	1.8191001646458225
1	0.22781927260544554
0	4.587501076728464
0	1.7822545390372662
1	0.6817674337546545
0	1.8104818008116295
1	0.0
0	4.643226933556411
1	0.5576306401397833
0	2.43793187312888
0	1.1436909316933233
1	0.0
0	0.37478364972859823
0	0.0845042229607581
1	0.49435303821171106
0	1.1777581389284502
2	0.7965971449799559
0	1.3195317511119038
0	0.921273436026339
0	1.8267196883447498
2	0.4273334428771106
0	2.5201104608066873
0	1.6104207712025818
0	1.4186717606740364
0	0.10633444400183989
0	0.9353903196006621
0	0.5010634852482454
2	0.0
0	0.3821946206602572
0	0.0
1	0.0
1	0.5054269244667682
2	0.0
0	0.3899688771330192
2	0.6498260778716096
2	0.9952487648365548
0	4.025769692090831
0	2.1579678517836283
0	1.0539111649874855
1	0.6399529178325101
1	0.0
0	0.8335241697223659
2	0.6745174438589251
0	0.7975179825490526
2	0.0
0	0.2662224512167287
1	0.520572740267371
1	0.0
0	2.59009507327616
1	0.16075194566464812
0	0.23098960238576394
0	0.2546463687571835
0	3.3614488462541297
2	0.7543904956801237
0	1.8552037068427407
0	3.1612951211725857
0	0.5141982542357074
0	0.0
0	2.3333857322185536
0	2.2330873430737133
0	0.9728742523954841
1	0.563335562695645
0	1.6836411687431645
2	0.0
0	2.8315123719495676
0	1.1063364613464906
2	0.7934942679678835
0	0.0
0	0.0
0	0.9925710510756598
2	0.2197696237272867
2	0.0
0	0.7948665969438388
0	0.853647884819252
0	2.085548586041325
2	0.0
0	1.3035626635332602
0	3.3853168375764975
0	1.9853424951016072
0	5.028300054738719
0	0.0
0	0.4274448859944049
0	0.8038733863813131
1	0.0
1	0.0
1	0.0
0	1.1803326211965235
0	2.6364055402160016
0	1.6106428504952097
0	0.9037404709171046
2	0.0
0	0.24434498124097148
0	0.021930352898024252
0	1.8288948956759175
0	0.459870823835844
0	0.5772611788157774
1	0.0
0	1.5616458583934372
0	0.12053389538344406
2	0.0
0	0.6037020650041358
0	2.2982954510800813
0	1.4585053073965972
1	0.3825904426083937
0	0.6280608358670441
0	1.7307277302696207
0	0.38163208335631194
1	0.0
0	1.6716235640446482
0	1.849121854507707
0	0.2768449758382755
0	0.0
1	0.0
1	0.0
0	2.721157604043849
0	0.7800250945620328
2	0.0
1	0.3654175239650753
0	1.0956669839020334
0	1.2088072431766446
1	0.8581130817641731
0	4.776083819817956
0	2.0613233614290696
0	2.298786423518512
2	0.0
0	0.3692763840139527
2	0.0
0	1.820392259989854
2	0.0
0	0.7255493979935397
0	0.7783413052409136
0	0.20099980305076082
0	2.5759676373231546
0	1.572438043863186
1	0.4866878941503999
0	2.7157309215744707
1	0.0
0	0.6880834571319911
0	0.883930027997643
0	0.7028169528741445
0	0.9100988944392857
0	1.4358129745909363
0	1.4660153976629073
0	1.061203186863072
0	2.889592429579057
2	0.0
0	0.42661495041369446
0	0.7973704030241929
0	0.531557742690008
0	0.28138124643027096
0	1.0916265880703253
1	0.0888636151464528
0	0.9695928196373975
0	0.6647296482978695
1	0.0
0	0.2406991561400279
0	1.4466885148521111
1	0.15816577487152306
2	0.0
2	0.7900586350881433
0	0.03851173562350074
0	1.7551291066070447
2	0.0
0	2.633546069396983
0	1.2840970349918404
2	0.0
1	0.0
0	4.701162141210908
2	0.0
0	2.772313383084179
0	0.7369895603864459
1	0.6104646177909167
0	0.23181256898713043
1	0.4475202207374134
0	0.2894593465031482
1	0.5766195680806475
0	0.7709629450450134
0	0.6218625052687985
0	0.02751950464336539
0	0.6093135305718436
2	0.0
1	0.5339384971784534
0	0.034778803576421824
0	1.8975895172010993
0	0.8423787828506093
0	0.5460277207837742
1	0.20780490507478977
0	0.14280312719678834
2	0.0
0	0.0
1	0.6648109914356697
0	0.8078221419700701
0	0.4437887180483232
0	1.1402944776632316
1	0.5709538627484234
0	3.0379091759562824
2	0.0
2	0.07761667129692928
2	0.0
0	1.4059644581062276
0	1.1732796785828539
0	1.0595989163671353
0	0.6892663271917325
0	1.7880069633158286
0	2.5009601945883326
0	2.4252302919154776
2	0.0
0	0.07105491020813881
0	0.0
2	0.0
0	1.6337029798056364
2	0.0
0	0.009092962875132948
0	0.7315177226057856
0	0.8663380516638577
0	0.0
0	1.202898634006834
0	0.29677840171116987
0	3.0329618435990837
1	0.0
1	0.0
0	1.2579430075916074
0	0.33349059488215227
0	0.11008415075490974
2	0.0
1	0.8762579949850319
1	0.0
2	0.0
0	0.8165571798773565
2	0.0
0	2.069725634292742
1	0.0
0	0.8574921720335367
0	2.079650705846467
0	0.2217231887062283
2	0.0
2	0.0
2	0.0
0	1.9653984520816836
1	0.949564299086237
0	3.9649673011653586
0	0.08823371770572808
1	0.6884768772022605
2	0.0
2	0.8851265554500901
0	0.41292598702206473
2	0.0
2	0.0
0	1.4347723413157596
2	0.0
2	0.0
0	0.0788765837661155
0	0.0
0	0.9069630734900558
1	0.0
1	0.0
0	1.8768940179987683
1	0.0
1	0.6040155277723563
0	2.5391508048251303
0	1.1696692789393208
2	0.2113034888859071
0	0.5344616857248191
0	0.29298870976719316
0	1.490408530737069
0	1.570046577237545
0	1.863905002011506
0	2.2589162225992374
0	0.30409613735539875
0	1.1374648458034062
0	0.0813701115957296
0	1.5882259161033623
0	0.2994116779251216
1	0.0
0	2.2998738734718542
0	0.6644194985160856
1	0.0
2	0.0
0	3.3972456991016013
0	1.978171159290039
0	0.0
1	0.0
0	1.1514424940000114
0	0.6148756432066553
0	2.4930734971406876
0	0.6452831074641723
0	1.680330008960024
0	0.40183826942312884
2	0.0
1	0.0
0	1.5491288119243105
2	0.0
0	0.38110603492838413
0	1.7578289831065588
1	0.8139727202129289
0	1.9445031035261842
2	0.0
1	0.0
0	1.4916166139392597
2	0.18725689348791774
0	0.6459146208318678
0	1.6402170244957417
0	0.7150853200102769
2	0.5402158483968539
2	0.0
1	0.0
0	1.0648244821591266
2	0.4042686263824271
0	0.9447220093597156
0	0.07352333795544808
1	0.40880414131810217
2	0.0
2	0.0
0	3.207005611706735
1	0.6422564543381665
0	1.13931082066141
1	0.4896631607478674
0	0.7760378687877164
0	0.4674556834499741
0	0.5688920270204998
0	0.6464038770612671
0	0.6456229741679043
0	2.3151568234841498
0	3.832945283325205
0	3.7866316284788635
0	4.53058162578816
0	1.9107938585412894
2	0.13247513984568116
0	1.2509559594626851
0	2.9866677881505717
0	0.8594732299730627
0	0.8449447862568075
0	2.6311922547352182
1	0.0
0	0.9103649863042285
1	1.4523236583378782
1	0.0
0	2.8844031877811114
0	1.1014146209556248
0	3.306059586261953
2	0.0
0	1.1965797163908751
0	0.0
0	0.514569683839915
2	0.0
2	0.0
0	1.0392964825917674
0	0.14620660141764175
0	0.3202896897841182
1	0.0
1	0.0
2	0.0
2	0.3824049967880525
0	2.304715515593076
0	0.5812782457398945
2	0.0
2	0.0
0	0.46783457866248623
2	0.3153229844942612
0	0.7562731115909688
0	1.2531733343000022
0	2.4611549533679478
0	1.458750974166465
1	0.0
1	0.7169231946608777
0	0.6160066423481709
2	0.0
0	2.7245612986428998
1	0.0
0	0.0
0	1.1270154957237835
0	0.7142785526077157
0	2.075047071014711
1	0.8090220945823875
0	2.4764404119252204
1	0.0
